project,year,finder,category,cves
firefox,2021,Vijay Tikudave,other,1
firefox,2021,Brian Carpenter of Geeknik Labs & Farm,other,1
firefox,2021,Anonymous working with Trend Micro's Zero Day Initiative,other,1
firefox,2021,Tuan Vu Pham,other,1
firefox,2021,Colin D. Munro,other,1
firefox,2021,Andrew McCreight,other,1
firefox,2021,Tyson Smith,other,1
firefox,2021,Torsten Trumm,other,1
firefox,2021,Participants on the Thunderbird E2EE Mailing List,other,1
firefox,2021,Harshit Mahendra,other,1
firefox,2021,Sebastian Hengst,other,1
firefox,2021,Pascal Chevrel,other,1
firefox,2021,Arturo Mejia,other,1
firefox,2021,Peter Gerber,other,1
firefox,2021,Damian Poddebniak and Fabian Ising,other,1
firefox,2021,Muhammad R. Maulana,other,1
firefox,2021,Youssef Sammouda,other,1
firefox,2021,Amy Burnett working with Include Security,other,1
firefox,2021,Jonathan Kingston,other,1
firefox,2021,Rohan Sharma,other,1
firefox,2021,Mattias Jacobsson,other,1
firefox,2021,Hafiizh,other,1
firefox,2021,Taiga Shirakura,other,1
firefox,2021,Tavis Ormandy,other,1
firefox,2021,Tavis Ormandy of Google Project Zero,other,1
firefox,2021,Atila Butkovits,other,1
firefox,2021,Jake Heath,other,1
firefox,2021,Irwan,other,1
firefox,2021,Pedro Batista,other,1
firefox,2021,Kai Engert,other,1
firefox,2021,brevilo,other,1
firefox,2022,Irvan Kurniawan,other,39
firefox,2022,Mozilla developers and community,other,37
firefox,2022,Armin Ebert,other,34
firefox,2022,Mozilla developers,other,15
firefox,2022,Atte Kettunen,other,12
firefox,2022,bo13oy of Cyber Kunlun Lab,other,9
firefox,2022,Gary Kwong,other,9
firefox,2022,Alesandro Ortiz,other,6
firefox,2022,Luan Herrera,other,6
firefox,2022,Mozilla Fuzzing Team,fuzz,5
firefox,2022,Manfred Paul via Trend Micro's Zero Day Initiative,other,5
firefox,2022,Ronald Crane,other,5
firefox,2022,Gijs Kruitbosch,other,5
firefox,2022,Sarah Jamie Lewis,other,5
firefox,2022,Samuel Groß,other,5
firefox,2022,Jannis Rautenstrauch,other,4
firefox,2022,Rob Wu,other,4
firefox,2022,James Lee,other,4
firefox,2022,Gijs,other,4
firefox,2022,Lukas Bernhard,other,4
firefox,2022,Hafiizh,other,4
firefox,2022,Peter Van der Beken,other,3
firefox,2022,Mattias Jacobsson,other,3
firefox,2022,Tavis Ormandy,other,3
firefox,2022,Seb Patane,other,3
firefox,2022,Abdulrahman Alqabandi,other,3
firefox,2022,Johan Carlsson,other,3
firefox,2022,Mart Gil Robles (Mart at FlowCrypt),other,3
firefox,2022,Ed McManus,other,3
firefox,2022,Mozilla Fuzzing Team and Hossein Lotfi of Trend Micro Zero Day Initiative,fuzz,3
firefox,2022,Randell Jesup,other,3
firefox,2022,Axel '0vercl0k' Souchet,other,3
firefox,2022,Kirin,other,3
firefox,2022,prada960808,other,3
firefox,2022,Addison Crump and Jan-Erik Rediger,other,3
firefox,2022,Mateusz Sionkowski,other,3
firefox,2022,Trung Pham,other,3
firefox,2022,Matheus Vrech,other,3
firefox,2022,Chaobin Zhang,other,3
firefox,2022,Cybeats PSI Team,other,3
firefox,2022,Michal,other,3
firefox,2022,Gertjan,other,3
firefox,2022,Laurent Bigonville,other,3
firefox,2022,akucybersec,other,3
firefox,2022,Willy R. Vasquez at UT Austin,other,3
firefox,2022,Axel Chong (@Haxatron),other,3
firefox,2022,Satoki Tsuji,other,3
firefox,2022,"Martin R. Albrecht and Dan Jones from the Information Security Group at Royal Holloway University London, Benjamin Dowling from Security of Advanced Systems Group, University of Sheffield and Sofía Celi from Brave Software",other,3
firefox,2022,Karl and an Anonymous ASAN Nightly User,other,3
firefox,2022,Andrei Enache,other,3
firefox,2022,Anne van Kesteren and Karl Tomlinson,other,3
firefox,2022,Dongsung Kim,other,3
firefox,2022,scarlet,other,3
firefox,2022,"Erik Kraft, Martin Schwarzl, and Andrew McCreight",other,3
firefox,2022,Suhwan Song of SNU CompSec Lab,other,3
firefox,2022,Nika Layzell,other,3
firefox,2022,Matthias Zoellner,other,3
firefox,2022,Dohyun Lee,other,3
firefox,2022,"Wang Gang, Liu Jialei, Du Sihang, Huang Yi & Yang Kang of 360 ATA",other,2
firefox,2022,attila,other,2
firefox,2022,Muneaki Nishimura,other,2
firefox,2022,Marian Laza,other,2
firefox,2022,Thunderbird Team,other,2
firefox,2022,Jed Davis,other,1
firefox,2022,Wladimir Palant working with Include Security,other,1
firefox,2022,"Kirtikumar Anandrao Ramchandani, Toshihito Kikuchi",other,1
firefox,2022,Jack Wrenn,other,1
firefox,2022,James Graham,other,1
firefox,2022,"Kirtikumar Anandrao Ramchandani, Patrick Walker & Eric Lawrence",other,1
firefox,2022,"DoHyun Lee (@l33d0hyun) of DNSLab, Korea University",other,1
firefox,2022,Young Min Kim,other,1
firefox,2022,Leo Balter,other,1
firefox,2022,Aryan Sinha,other,1
firefox,2022,Thunderbird user Johannes König,other,1
firefox,2022,Mark B,other,1
firefox,2022,Sohom Datta,other,1
firefox,2022,Thunderbird team,other,1
firefox,2022,Andrew McCreight,other,1
firefox,2022,Linus Särud,other,1
firefox,2022,Jonathan von Niessen,other,1
firefox,2022,Attila Suszter,other,1
firefox,2022,Eduardo Braun Prado,other,1
firefox,2022,Gustavo Grieco,other,1
firefox,2022,Amazon Malvertising Team,other,1
firefox,2022,Peter Gerber,other,1
firefox,2022,jannis,other,1
firefox,2022,Gareth Heyes,other,1
firefox,2022,Nickolay Olshevsky,other,1
firefox,2022,Irwan,other,1
firefox,2022,Hiroshige Hayashizaki,other,1
firefox,2022,Agi Sferro,other,1
firefox,2022,Christian Holler,other,1
firefox,2022,Val Lorentz,other,1
firefox,2022,Koh M. Nakagawa,other,1
firefox,2022,None,other,1
firefox,2022,Samuel Groß and Carl Smith of Google V8 Security,other,1
firefox,2022,Timothy Nikkel,other,1
firefox,2022,Sergey Galich,other,1
firefox,2022,Axel Chong,other,1
firefox,2022,Rhodri James,other,1
firefox,2022,Jefferson Scher and Jayateertha Guruprasad,other,1
firefox,2022,Kagami,other,1
firefox,2022,Mozilla Developers,other,1
firefox,2022,Pete Freitag,other,1
firefox,2023,Irvan Kurniawan,other,30
firefox,2023,Mozilla developers and community,other,23
firefox,2023,Lukas Bernhard,other,22
firefox,2023,sonakkbi,other,22
firefox,2023,Hafiizh,other,20
firefox,2023,Ronald Crane,other,17
firefox,2023,Axel Chong (@Haxatron),other,11
firefox,2023,Shaheen Fazim,other,10
firefox,2023,P Umar Farooq,other,9
firefox,2023,Yangkang of 360 ATA Team,other,9
firefox,2023,Nika Layzell,other,7
firefox,2023,Luan Herrera,other,6
firefox,2023,Mozilla Developers,other,6
firefox,2023,Holger Fuhrmannek,other,6
firefox,2023,DoHyun Lee,other,6
firefox,2023,Marco Squarcina,other,6
firefox,2023,Max Vlasov,other,5
firefox,2023,Alexander Guryanov,other,5
firefox,2023,Mark Brand,other,5
firefox,2023,"Dianna Smith, Ryan VanderMeulen, Timothy Nikkel, and the Mozilla Fuzzing Team",fuzz,5
firefox,2023,fffvr,other,5
firefox,2023,Umar Farooq (@Puf),other,5
firefox,2023,"Randell Jesup, Andrew McCreight, the Mozilla Fuzzing Team",fuzz,5
firefox,2023,Tom Schuster,other,4
firefox,2023,Ameen Basha M K,other,4
firefox,2023,Vadim,other,3
firefox,2023,Dave Vandyke,other,3
firefox,2023,Dan Veditz,other,3
firefox,2023,Johan Carlsson,other,3
firefox,2023,Christian Holler,other,3
firefox,2023,Samuel Groß,other,3
firefox,2023,Mark,other,3
firefox,2023,Vitor Torres,other,3
firefox,2023,Ameen Basha M K and Shaheen Fazim,other,3
firefox,2023,Goras Francesco,other,3
firefox,2023,zx from qriousec,other,3
firefox,2023,Trung Pham,other,3
firefox,2023,Shaheen Fazim and Ameen Basha M K,other,3
firefox,2023,JunYoung Park,other,3
firefox,2023,Alesandro Ortiz,other,3
firefox,2023,P1umer and xmzyshypnc,other,3
firefox,2023,Edward Prior,other,3
firefox,2023,zx,other,3
firefox,2023,"Andrew McCreight, Matthew Gaudet, Tom Ritter, and the Mozilla Fuzzing Team,",fuzz,3
firefox,2023,ycdxsb,other,3
firefox,2023,The Mozilla Fuzzing Team,fuzz,3
firefox,2023,Armin Ebert,other,3
firefox,2023,Irvan Kurniawan (@sourc7),other,3
firefox,2023,Harveer Singh,other,3
firefox,2023,"Dohyun Lee (@l33d0hyun) of SSD-Disclosure Labs & DNSLab, Korea Univ.",other,3
firefox,2023,Thejaka Maldeniya,other,3
firefox,2023,"Donal Meehan, Sebastian Hengst, and the Mozilla Fuzzing Team",fuzz,3
firefox,2023,"Chris Peterson, Andrew McCreight, André Bargull, Nika Layzell and the Mozilla Fuzzing Team",fuzz,3
firefox,2023,Kelsey Gilbert,other,3
firefox,2023,pwn2car,other,3
firefox,2023,Edgar Chen and Hafiizh,other,3
firefox,2023,Marco Bonardo,other,3
firefox,2023,anbu,other,3
firefox,2023,JSec of Hayyim Security,other,3
firefox,2023,turistu,other,3
firefox,2023,Rachmat Abdul Rokhim,other,3
firefox,2023,Muneaki Nishimura,other,3
firefox,2023,Jed Davis,other,3
firefox,2023,Andrew Osmond,other,3
firefox,2023,Mozilla developers,other,2
firefox,2023,Paul Menzel,other,2
firefox,2023,Irwan,other,2
firefox,2023,Gabriele Svelto,other,2
firefox,2023,Andrew McCreight,other,2
firefox,2023,이준성 (Junsung Lee),other,2
firefox,2023,Umar Farooq,other,2
firefox,2023,"Randell Jesup, Andrew McCreight, Jed Davis, and the Mozilla Fuzzing Team",fuzz,2
firefox,2023,Jan Varga,other,2
firefox,2023,Randell Jesup,other,2
firefox,2023,"Andrew McCreight, Karl Tomlinson, Valentin Gosu, Randell Jesup, Yury Delendik, and the Mozilla Fuzzing Team",fuzz,2
firefox,2023,Marcus Brinkmann,other,2
firefox,2023,Niklas Baumstark,other,1
firefox,2023,Kazuki Nomoto of Waseda University,other,1
firefox,2023,pyakovlev & Alexander Volkov,other,1
firefox,2023,Dohyun Lee (@l33d0hyun) of SSD Labs,other,1
firefox,2023,Kai Engert,other,1
firefox,2023,Chris Peterson,other,1
firefox,2023,Kirtikumar Anandrao Ramchandani,other,1
firefox,2023,Kagami Rosylight,other,1
firefox,2023,Rob Wu,other,1
firefox,2023,Khiem Tran,other,1
firefox,2023,Matrix Security Team,other,1
firefox,2023,Shaheen Fazim and Hafiizh,other,1
firefox,2023,Looben Yang,other,1
firefox,2023,Alexis aka zoracon,other,1
firefox,2023,Ribose RNP Team,other,1
firefox,2023,Anne van Kesteren,other,1
firefox,2023,Sam Ezeh,other,1
firefox,2023,Tyson Smith,other,1
firefox,2023,Jun Kokatsu,other,1
firefox,2023,Martin Hostettler,other,1
firefox,2023,Paul Nickerson and Ameen Basha M K,other,1
firefox,2023,Rohan Sharma,other,1
firefox,2023,Simon Descarpentries,other,1
firefox,2023,"Andrew McCreight, and the Mozilla Fuzzing Team",fuzz,1
firefox,2023,Kazuki Nomoto,other,1
firefox,2023,Artem Chaykin,other,1
firefox,2023,Andrew McCreight and the Mozilla Fuzzing Team,fuzz,1
firefox,2023,Malte Jürgens,other,1
firefox,2023,Matthias Gerstner,other,1
firefox,2023,Apple Security Engineering and Architecture (SEAR) and The Citizen Lab at The University of Toronto's Munk School,other,1
firefox,2023,Mozilla Fuzzing Team,fuzz,1
firefox,2023,Clément Lecigne of Google's Threat Analysis Group,other,1
firefox,2023,annevk,other,1
firefox,2023,Daniel Veditz,other,1
firefox,2023,"Jed Davis, Andrew McCreight, Randell Jesup, and the Mozilla Fuzzing Team",fuzz,1
firefox,2023,"Steve Fink, Stefan Arentz, and the Mozilla Fuzzing Team",fuzz,1
firefox,2023,Godson Bastin,other,1
firefox,2023,M. Coolie,other,1
firefox,2023,Hubert Kario,other,1
firefox,2023,George Pantela (Red Hat) and Hubert Kario (Red Hat),other,1
firefox,2023,John-Mark Gurney,other,1
firefox,2023,Oriol Brufau,other,1
firefox,2023,"Edward ""JankhJankh"" Prior",other,1
firefox,2023,honorton via Tor Browser,other,1
firefox,2023,"Andrew McCreight, Randell Jesup, Valentin Gosu, Karl Tomlinson, and the Mozilla Fuzzing Team,",fuzz,1
firefox,2023,"Andrew McCreight, Yury Delendik",other,1
firefox,2024,Hafiizh,other,30
firefox,2024,Irvan Kurniawan,other,26
firefox,2024,Shaheen Fazim,other,25
firefox,2024,Masato Kinugawa,other,23
firefox,2024,Nils Bars,other,22
firefox,2024,Ronald Crane,other,21
firefox,2024,James Lee,other,18
firefox,2024,Lukas Bernhard,other,14
firefox,2024,Rob Wu,other,12
firefox,2024,Gary Kwong,other,12
firefox,2024,Satoki Tsuji,other,7
firefox,2024,dalmurino,other,7
firefox,2024,the Mozilla Fuzzing Team,fuzz,7
firefox,2024,Tyson Smith,other,7
firefox,2024,"Dohyun Lee (@l33d0hyun) of USELab, Korea University & Youngho Choi of CEL, Korea University & Geumhwan Cho of USELab, Korea University",other,6
firefox,2024,Umar Farooq,other,6
firefox,2024,The Mozilla Fuzzing Team,fuzz,5
firefox,2024,s48gs.w,other,5
firefox,2024,Norisz Fay,other,5
firefox,2024,Gregory Pappas,other,5
firefox,2024,"Jan Drescher and David Klein from IAS, TU Braunschweig",other,5
firefox,2024,"Andrew Osmond, Sebastian Hengst, Andrew McCreight",other,5
firefox,2024,Karl Tomlinson,other,5
firefox,2024,Hanno Böck,other,4
firefox,2024,Muneaki Nishimura,other,4
firefox,2024,Nan Wang,other,4
firefox,2024,pwn2car,other,4
firefox,2024,Andreas Farre,other,4
firefox,2024,Marten Richter,other,4
firefox,2024,Andrei Enache,other,4
firefox,2024,Kang Ali and Nur Fadhillah of Punggawa Cybersecurity,other,4
firefox,2024,Kagami Rosylight,other,4
firefox,2024,"Andrew McCreight, the Mozilla Fuzzing Team",fuzz,4
firefox,2024,Marco Bonardo,other,4
firefox,2024,Renwa Hiwa,other,4
firefox,2024,Kang Ali of Punggawa Cybersecurity,other,4
firefox,2024,Renan Rios,other,3
firefox,2024,Andrew McCreight,other,3
firefox,2024,John Schanck,other,3
firefox,2024,Cornel Ionce,other,3
firefox,2024,Seongil Wi,other,3
firefox,2024,"Daniel Holbert, Andrew Osmond, and the Mozilla Fuzzing Team",fuzz,3
firefox,2024,Alfred Peters,other,3
firefox,2024,Johan Carlsson,other,3
firefox,2024,"Andrew McCreight, Randell Jesup, Gabriele Svelto, Paul Bone, and the Mozilla Fuzzing Team",fuzz,3
firefox,2024,goodbyeselene,other,3
firefox,2024,Hubert Kario,other,3
firefox,2024,Georg Felber and Marco Squarcina (TU Wien),other,3
firefox,2024,"Noah Lokocz, Kevin Brosnan, Ryan VanderMeulen and the Mozilla Fuzzing Team",fuzz,3
firefox,2024,Manfred Paul via Trend Micro's Zero Day Initiative,other,3
firefox,2024,Logan Stratton,other,3
firefox,2024,Kershaw Chang,other,3
firefox,2024,Eduardo Braun Prado working with Trend Micro Zero Day Initiative,other,3
firefox,2024,Bartek Nowotarski via CERT,other,3
firefox,2024,Paul Bone,other,3
firefox,2024,Thomas Rinsma of Codean Labs,other,3
firefox,2024,Kim Do Hun via Tor Browser,other,3
firefox,2024,Raphael,other,3
firefox,2024,Daniel Holbert and the Mozilla Fuzzing Team,fuzz,3
firefox,2024,Luan Herrera,other,3
firefox,2024,Kirtikumar Anandrao Ramchandani,other,3
firefox,2024,Jason Kratzer,other,3
firefox,2024,Om Apip,other,3
firefox,2024,Lars Eggert,other,3
firefox,2024,Seunghyun Lee,other,3
firefox,2024,D7,other,3
firefox,2024,"Shaheen Fazim, Hafiizh",other,3
firefox,2024,Kestrel,other,2
firefox,2024,Christian Holler,other,2
firefox,2024,Ryan VanderMeulen and Dan Minor,other,2
firefox,2024,Raphael Shaniyazov,other,2
firefox,2024,Pedro Bernardo,other,2
firefox,2024,Aidan Stephenson & Yannik Marchand,other,2
firefox,2024,Randell Jesup,other,2
firefox,2024,Mozilla developers,other,2
firefox,2024,"the Mozilla Fuzzing Team, Yury Delendik",fuzz,2
firefox,2024,"Andrew Osmond, Sebastian Hengst, Andrew McCreight, Yury Delendik, the Mozilla Fuzzing Team,",fuzz,2
firefox,2024,"Andrew Osmond, Andrew McCreight, Sebastian Hengst, Yury Delendik, the Mozilla Fuzzing Team",fuzz,2
firefox,2024,Damien Schaeffer from ESET,other,2
firefox,2024,Several reporters,other,2
firefox,2024,Daniel Holbert,other,2
firefox,2024,coffeys,other,2
firefox,2024,Marc Schoenefeld,other,2
firefox,2024,Serban Stanca,other,2
firefox,2024,"Andrew McCreight, Akmat Suleimanov",other,2
firefox,2024,"Akmat Suleimanov, Andrew McCreight",other,2
firefox,2024,Yangkang of 360 ATA Team,other,1
firefox,2024,Young Min Kim,other,1
firefox,2024,Nika Layzell,other,1
firefox,2024,scarlet,other,1
firefox,2024,Narendra Bhati,other,1
firefox,2024,"Andrew McCreight, Randell Jesup, and the Mozilla Fuzzing Team",fuzz,1
firefox,2024,Several community reporters,other,1
firefox,2024,P1umer,other,1
firefox,2024,Max Inden,other,1
firefox,2024,Paul Bone and the Mozilla Fuzzing Team,fuzz,1
firefox,2024,Chaykin Artem,other,1
firefox,2024,"the Mozilla Fuzzing Team, Simon Friedberger, Andrew McCreight",fuzz,1
firefox,2024,Jan-Ivar Bruaroey,other,1
firefox,2024,Dana Keeler,other,1
firefox,2024,Islam,other,1
firefox,2024,Anthony De Los Santos,other,1
firefox,2024,Mozilla Fuzzing Team,fuzz,1
firefox,2024,jackyzy823,other,1
firefox,2024,Fabian Fäßler,other,1
firefox,2024,Raphael Shaniyazov and Axel Chong (@Haxatron),other,1
firefox,2024,Wil Clouser,other,1
firefox,2024,Konstantin Preißer,other,1
firefox,2024,Randell Jesup and the Mozilla Fuzzing Team,fuzz,1
firefox,2024,Adam Berry,other,1
firefox,2024,Lohith Gowda M,other,1
firefox,2024,"Shaheen Fazim, Raphael Saniyazov, Rifa&apos;i Rejal Maynando, James Lee, P Umar Farooq, Hafiizh",other,1
firefox,2024,"Yury Delendik, the Mozilla Fuzzing Team",fuzz,1
firefox,2024,"the Mozilla Fuzzing Team, Andrew McCreight",fuzz,1
firefox,2024,Thunderbird Team,other,1
firefox,2024,Thomas Orlita,other,1
firefox,2024,Atte Kettunen,other,1
firefox,2024,Erik van Straten,other,1
firefox,2024,Multiple Reporters,other,1
firefox,2024,Bharat Adhikari,other,1
firefox,2024,Patrick Cloke,other,1
firefox,2025,Ameen Basha M K,other,33
firefox,2025,Oskar L,other,33
firefox,2025,Irvan Kurniawan,other,29
firefox,2025,The Mozilla Fuzzing Team,fuzz,21
firefox,2025,Nils Bars,other,17
firefox,2025,Ivan Fratric of Google Project Zero,other,14
firefox,2025,Masato Kinugawa,other,13
firefox,2025,the Mozilla Fuzzing Team,fuzz,13
firefox,2025,Andrew McCreight,other,12
firefox,2025,Nan Wang,other,12
firefox,2025,Dario Weißer,other,12
firefox,2025,Igor Morgenstern,other,12
firefox,2025,Gary Kwong,other,11
firefox,2025,Atte Kettunen,other,9
firefox,2025,Shaheen Fazim,other,9
firefox,2025,Renwa,other,8
firefox,2025,Hafiizh,other,8
firefox,2025,Maurice Dauer and the Mozilla Fuzzing Team,fuzz,8
firefox,2025,Andrew McCreight and the Mozilla Fuzzing Team,fuzz,7
firefox,2025,Randell Jesup,other,7
firefox,2025,Oskar,other,7
firefox,2025,Tom Van Goethem,other,7
firefox,2025,Mirko Brodesser,other,6
firefox,2025,Tom Schuster,other,6
firefox,2025,Joe Turki,other,6
firefox,2025,James Lee,other,5
firefox,2025,"Andrew McCreight, Tooru Fujisawa, and the Mozilla Fuzzing Team",fuzz,5
firefox,2025,dalmurino,other,5
firefox,2025,sherkito,other,5
firefox,2025,Xiangwei Zhang and kkdong of Tencent Security YUNDING LAB,other,5
firefox,2025,"the Mozilla Fuzzing Team, Andrew McCreight",fuzz,5
firefox,2025,Dong-uk Kim (@justlikebono),other,5
firefox,2025,un3xploitable & GF,other,5
firefox,2025,Nika Layzell,other,5
firefox,2025,Edouard Bochin and Tao Yan from Palo Alto Networks working with Trend Micro's Zero Day Initiative,other,5
firefox,2025,Manfred Paul working with Trend Micro's Zero Day Initiative,other,5
firefox,2025,terjanq,other,5
firefox,2025,LJP and HexRabbit (DEVCORE Research Team),other,5
firefox,2025,Rob Wu,other,5
firefox,2025,Andrew Creskey,other,5
firefox,2025,EntryHi,other,5
firefox,2025,Hafiizh & kang ali,other,5
firefox,2025,Andrew Osmond,other,5
firefox,2025,tiebuchen,other,5
firefox,2025,Lingming Zhang,other,5
firefox,2025,Google Android,other,4
firefox,2025,Paul Gerste,other,4
firefox,2025,Andrew Osmond and the Mozilla Fuzzing Team,fuzz,4
firefox,2025,Maruf Bin Murtuza,other,4
firefox,2025,Theemathas,other,4
firefox,2025,"Sebastian Hengst, Maurice Dauer and the Mozilla Fuzzing Team",fuzz,4
firefox,2025,anbu,other,4
firefox,2025,Surya Dev Singh,other,4
firefox,2025,"Julien Wajsberg, the Mozilla Fuzzing Team",fuzz,4
firefox,2025,Renwa Hiwa,other,4
firefox,2025,"Sylvestre Ledru, Paul Bone and the Mozilla Fuzzing Team",fuzz,4
firefox,2025,Ivan Fratric,other,4
firefox,2025,Jakub Szymsza,other,4
firefox,2025,"the Mozilla Fuzzing Team, Masayuki Nakano",fuzz,4
firefox,2025,pwn2car,other,4
firefox,2025,Daniil Satyaev (Positive Technologies),other,4
firefox,2025,Viktor Bocz,other,4
firefox,2025,Uku Sõrmus,other,4
firefox,2025,Laurin Weger,other,4
firefox,2025,Sören Hentzschel,other,4
firefox,2025,"Andrew McCreight, Ashley Zebrowski",other,4
firefox,2025,"Paul Bone, Ryan VanderMeulen and the Mozilla Fuzzing Team",fuzz,4
firefox,2025,Daniel Holbert,other,4
firefox,2025,Ibuki Sato,other,4
firefox,2025,Mochammad Nosa Shandy Prastyo,other,4
firefox,2025,Daniel Veditz,other,4
firefox,2025,Andreas Pehrson,other,4
firefox,2025,zx,other,4
firefox,2025,satrya wira yudha,other,4
firefox,2025,Rong Bao,other,4
firefox,2025,Axel Chong (@Haxatron),other,3
firefox,2025,Eemeli Aro,other,3
firefox,2025,Umar Farooq,other,2
firefox,2025,Jurrie Overgoor,other,2
firefox,2025,"Akmat Suleimanov, Jed Davis, André Bargull, and the Mozilla Fuzzing Team",fuzz,2
firefox,2025,"Andrew McCreight, Randell Jesup, Andrew Osmond, Akmat Suleimanov and the Mozilla Fuzzing Team",fuzz,2
firefox,2025,Ronald Crane,other,2
firefox,2025,"Randell Jesup, Andrew McCreight, Andrew Osmond, Akmat Suleimanov and the Mozilla Fuzzing Team",fuzz,2
firefox,2025,r3m0t3nu11,other,2
firefox,2025,Fabian Densborn,other,2
firefox,2025,"the Mozilla Fuzzing Team, Andrew McCreight, Sebastian Hengst, Randell Jesup",fuzz,2
firefox,2025,Marcus Brinkmann,other,2
firefox,2025,Daniel Huigens,other,2
firefox,2025,Thinker Li,other,2
firefox,2025,Chris P. Fredrickson,other,2
firefox,2025,Seongyun Jeong,other,2
firefox,2025,"Randell Jesup, Jens Stutte, and the Mozilla Fuzzing Team",fuzz,2
firefox,2025,xh4vm,other,2
firefox,2025,xiulou,other,2
firefox,2025,Satoki Tsuji,other,2
firefox,2025,"the Mozilla Fuzzing Team, Andrew Osmond",fuzz,2
firefox,2025,Alan Li (lebr0nli),other,2
firefox,2025,Albert,other,2
firefox,2025,Simon,other,2
firefox,2025,hafiizh & kang ali,other,2
firefox,2025,"Andrew McCreight, Gabriele Svelto, Beth Rennie (she/her), Steven Michaud, the Mozilla Fuzzing Team",fuzz,2
firefox,2025,"Akmat Suleimanov, Andrew McCreight",other,2
firefox,2025,"Andy Leiserson, Maurice Dauer, Sebastian Hengst and the Mozilla Fuzzing Team",fuzz,2
firefox,2025,Muneaki Nishimura,other,2
firefox,2025,Hafiizh & Kang Ali,other,2
firefox,2025,Nikolaos Mourousias,other,2
firefox,2025,Emma Zühlcke,other,2
firefox,2025,Filip Štamcar,other,2
firefox,2025,None,other,2
firefox,2025,Project KillFuzz of Qrious Secure,fuzz,2
firefox,2025,Jamie Nicol,other,2
firefox,2025,Caro Kann,other,2
firefox,2025,"Jon Coppeard, Maurice Dauer and the Mozilla Fuzzing Team",fuzz,2
firefox,2025,Patrick Cloke,other,1
firefox,2025,Khalil Zhani,other,1
firefox,2025,"Andrew Osmond, Randell Jesup, Andrew McCreight, Akmat Suleimanov and the Mozilla Fuzzing Team",fuzz,1
firefox,2025,Abhinav Khanna,other,1
firefox,2025,Philipp Beer,other,1
firefox,2025,MasterSplinter,other,1
firefox,2025,Matthew Noorenberghe,other,1
firefox,2025,Yannis Juglaret and Steven Michaud,other,1
firefox,2025,Egor Filatov (Positive Technologies),other,1
firefox,2025,Raul Bucata,other,1
firefox,2025,Chris Peterson and Kirtikumar Anandrao Ramchandani,other,1
firefox,2025,alayersattackers,other,1
firefox,2025,Rifa'i Rejal Maynando and Ameen Basha M K,other,1
firefox,2025,Narendra Bhati,other,1
firefox,2025,Kevin Brosnan,other,1
firefox,2025,Antoine Morin,other,1
firefox,2025,Bharat,other,1
firefox,2025,Rebeca Tudor,other,1
firefox,2025,msd,other,1
firefox,2025,Michel Le Bihan,other,1
firefox,2025,Aisle Research,ai,1
firefox,2025,Azril,other,1
firefox,2026,"Evyatar Ben Asher, Keane Lucas, Nicholas Carlini, Newton Cheng, Daniel Freeman, Alex Gaynor, and Joel Weinberger using Claude from Anthropic",ai,121
firefox,2026,Sajeeb Lohani,other,95
firefox,2026,Oskar L,other,46
firefox,2026,Yaqoub Aldurayhim,other,44
firefox,2026,Tomoya Nakanishi,other,25
firefox,2026,Steven Julian,other,16
firefox,2026,Atsushi Sada,other,16
firefox,2026,Gary Kwong,other,15
firefox,2026,Zijie Zhao,other,15
firefox,2026,Satoki Tsuji,other,14
firefox,2026,The Mozilla Fuzzing Team,fuzz,14
firefox,2026,Mihalis Haatainen,other,14
firefox,2026,Rintaro Kawasugi,other,14
firefox,2026,Inseo An,other,13
firefox,2026,ggwhyp,other,13
firefox,2026,5up3rh3i,other,13
firefox,2026,Jun Yang,other,12
firefox,2026,Richard Belisle,other,11
firefox,2026,jmwebdevelopement,other,11
firefox,2026,Haruto Kimura,other,11
firefox,2026,lebr0nli,other,11
firefox,2026,satyamasd,other,11
firefox,2026,Amy Burnett of OpenAI,ai,11
firefox,2026,Nan Wang,other,10
firefox,2026,choeseyeong,other,10
firefox,2026,Xuehao Guo,other,10
firefox,2026,zx,other,10
firefox,2026,pakhunov.anton.n,other,10
firefox,2026,"Brian Grinstead, Christian Holler, Tom Schuster and the Mozilla Fuzzing Team",fuzz,9
firefox,2026,Nebula Security,other,9
firefox,2026,Quy Pham,other,9
firefox,2026,Josh Aas,other,8
firefox,2026,Ameen Basha M K,other,8
firefox,2026,jayjayjazz,other,7
firefox,2026,x0e,other,6
firefox,2026,Cody,other,6
firefox,2026,Surya Dev Singh,other,6
firefox,2026,crixer,other,6
firefox,2026,Muneaki Nishimura,other,6
firefox,2026,Mingi Jung (정민기입니다),other,5
firefox,2026,Randell Jesup,other,5
firefox,2026,Igor Morgenstern,other,5
firefox,2026,Clay Ver Valen,other,5
firefox,2026,"Andrew McCreight, Christian Holler",other,5
firefox,2026,Fabius Artrel,other,5
firefox,2026,Tom Ritter,other,5
firefox,2026,Sota Wada,other,5
firefox,2026,maxpl0it working with Trend Micro Zero Day Initiative,other,5
firefox,2026,Matej Smycka,other,5
firefox,2026,"Christian Holler, Timothy Nikkel, Tom Schuster and the Mozilla Fuzzing Team",fuzz,5
firefox,2026,Farras Givari,other,5
firefox,2026,sseehra,other,5
